timestep,robot_id,x,y,yaw
901,khiv21,-2.00616,0.708352,1.3232
901,khiv22,-2.01416,-0.214626,1.72987
901,khiv23,-1.54725,1.57447,1.01574
901,khiv24,-0.821872,2.38512,0.68074
901,khiv25,-0.433156,2.62979,0.458289
901,khiv26,0.375511,1.82541,-2.47642
901,khiv27,-1.7801,0.964511,1.1323
901,khiv28,-1.28185,-1.63526,2.48032
901,khiv29,-0.691054,-1.903,2.79134
901,khiv3,0.161298,1.87464,2.80968
901,khiv4,-1.33708,1.85936,0.984268
901,khiv5,-1.39719,-1.51865,2.34469
901,khiv6,0.611317,1.98866,-2.38962
901,khiv7,0.495305,1.90309,-2.44303
901,khiv8,-1.8271,1.09765,1.1745
901,khiv9,-1.75724,1.22093,1.17483
902,khiv0,-0.00896652,2.68795,-0.0178651
902,khiv1,-1.89211,-0.718709,1.88903
902,khiv10,0.186194,1.70581,-2.32361
902,khiv11,-0.90877,-1.79563,2.87321
902,khiv12,-1.91408,0.923486,1.1889
902,khiv13,-1.67398,-1.18873,2.13334
902,khiv14,0.0703167,2.80421,-0.123525
902,khiv15,-1.04852,-1.81201,2.63577
902,khiv16,0.729552,2.27325,-1.82858
902,khiv17,0.0414188,1.94761,-0.388253
902,khiv18,-0.947727,2.29265,0.762703
902,khiv19,0.248652,2.7629,-0.375221
902,khiv2,-1.84045,-0.876377,1.99777
902,khiv20,0.581205,2.59363,-1.04282
902,khiv21,-2.00488,0.713289,1.26058
902,khiv22,-2.01494,-0.209587,1.66725
902,khiv23,-1.54417,1.5795,1.05939
902,khiv24,-0.817193,2.38888,0.737666
902,khiv25,-0.42788,2.63243,0.501932
902,khiv26,0.370774,1.82172,-2.41949
902,khiv27,-1.77763,0.969868,1.17594
902,khiv28,-1.28653,-1.63166,2.52396
902,khiv29,-0.69668,-1.90091,2.84827
902,khiv3,0.159759,1.87249,2.74706
902,khiv4,-1.33423,1.86359,0.921649
902,khiv5,-1.40134,-1.51445,2.38834
902,khiv6,0.60703,1.98461,-2.34598
902,khiv7,0.490808,1.89928,-2.39939
902,khiv8,-1.82485,1.1031,1.21814
902,khiv9,-1.75525,1.22562,1.11222
903,khiv0,-0.00396774,2.68789,-0.0937664
903,khiv1,-1.89398,-0.713116,1.93268
903,khiv10,0.182184,1.70148,-2.27997
903,khiv11,-0.913628,-1.79421,2.81059
903,khiv12,-1.91191,0.928972,1.23254
903,khiv13,-1.67716,-1.18376,2.17698
903,khiv14,0.0762171,2.80354,-0.079882
903,khiv15,-1.05352,-1.80933,2.57315
903,khiv16,0.728308,2.26841,-1.90448
903,khiv17,0.0431945,1.95067,-0.464155
903,khiv18,-0.943371,2.29678,0.819629
903,khiv19,0.254152,2.76076,-0.331578
903,khiv2,-1.84292,-0.87102,2.04142
903,khiv20,0.584204,2.58855,-0.999172
903,khiv21,-2.00311,0.718916,1.30423
903,khiv22,-2.01554,-0.203718,1.71089
903,khiv23,-1.54121,1.58472,1.11631
903,khiv24,-0.813396,2.39228,0.675047
903,khiv25,-0.423397,2.63486,0.439314
903,khiv26,0.366925,1.81838,-2.48211
903,khiv27,-1.7753,0.975395,1.23287
903,khiv28,-1.29067,-1.62869,2.46134
903,khiv29,-0.702413,-1.89915,2.90519
903,khiv3,0.15776,1.86988,2.67116
903,khiv4,-1.33069,1.86831,0.965293
903,khiv5,-1.4057,-1.51033,2.44526
903,khiv6,0.603442,1.98099,-2.4086
903,khiv7,0.487032,1.89585,-2.46201
903,khiv8,-1.82307,1.10788,1.15552
903,khiv9,-1.75267,1.23093,1.15586
904,khiv0,0.00172951,2.68729,-0.0501231
904,khiv1,-1.89608,-0.707496,1.9896
904,khiv10,0.178843,1.69763,-2.34259
904,khiv11,-0.918366,-1.79261,2.73469
904,khiv12,-1.9099,0.934623,1.28947
904,khiv13,-1.68055,-1.17881,2.23391
904,khiv14,0.0815055,2.80322,-0.142501
904,khiv15,-1.05857,-1.80616,2.6168
904,khiv16,0.726412,2.26282,-1.86084
904,khiv17,0.0450429,1.95354,-0.540056
904,khiv18,-0.939866,2.30048,0.757011
904,khiv19,0.258965,2.75908,-0.394197
904,khiv2,-1.84521,-0.866464,1.9788
904,khiv20,0.586941,2.58425,-1.06179
904,khiv21,-2.00174,0.723829,1.24161
904,khiv22,-2.01623,-0.198665,1.64827
904,khiv23,-1.53894,1.58928,1.05369
904,khiv24,-0.808811,2.396,0.71869
904,khiv25,-0.418071,2.6374,0.482957
904,khiv26,0.362282,1.81474,-2.43847
904,khiv27,-1.77319,0.980961,1.2898
904,khiv28,-1.29528,-1.625,2.50499
904,khiv29,-0.707362,-1.89792,2.84257
904,khiv3,0.1557,1.86745,2.59526
904,khiv4,-1.32725,1.87323,1.02222
904,khiv5,-1.40959,-1.50703,2.38265
904,khiv6,0.599079,1.97702,-2.36496
904,khiv7,0.482463,1.89212,-2.41836
904,khiv8,-1.8208,1.11337,1.19916
904,khiv9,-1.75023,1.23641,1.21279
905,khiv0,0.0076736,2.68677,0.00680286
905,khiv1,-1.89813,-0.702823,1.92698
905,khiv10,0.174752,1.69338,-2.29894
905,khiv11,-0.923691,-1.79025,2.77833
905,khiv12,-1.90845,0.939512,1.22685
905,khiv13,-1.68366,-1.17477,2.17129
905,khiv14,0.0874087,2.80273,-0.0988574
905,khiv15,-1.06385,-1.80319,2.67372
905,khiv16,0.724671,2.25708,-1.80391
905,khiv17,0.044426,1.95308,-0.496413
905,khiv18,-0.9356,2.30456,0.800654
905,khiv19,0.264424,2.75684,-0.350553
905,khiv2,-1.84758,-0.861061,2.02244
905,khiv20,0.589843,2.57911,-1.01815
905,khiv21,-1.99987,0.729421,1.28525
905,khiv22,-2.01671,-0.192786,1.69192
905,khiv23,-1.53606,1.59443,1.09734
905,khiv24,-0.804955,2.39933,0.656072
905,khiv25,-0.413543,2.63975,0.420338
905,khiv26,0.358376,1.81146,-2.50109
905,khiv27,-1.77174,0.985838,1.22718
905,khiv28,-1.29936,-1.62195,2.44237
905,khiv29,-0.712149,-1.89648,2.76667
905,khiv3,0.156008,1.86818,2.6389
905,khiv4,-1.32457,1.87756,0.9596
905,khiv5,-1.41389,-1.503,2.42629
905,khiv6,0.595424,1.97346,-2.42757
905,khiv7,0.478623,1.88876,-2.48098
905,khiv8,-1.8189,1.1184,1.13655
905,khiv9,-1.74841,1.24117,1.15017
906,khiv0,0.0127698,2.68675,-0.0558157
906,khiv1,-1.90021,-0.697306,1.97063
906,khiv10,0.171339,1.68959,-2.36156
906,khiv11,-0.928428,-1.7884,2.71571
906,khiv12,-1.90649,0.945076,1.27049
906,khiv13,-1.68702,-1.16992,2.21493
906,khiv14,0.092884,2.80245,-0.161476
906,khiv15,-1.06864,-1.80078,2.6111
906,khiv16,0.72346,2.25213,-1.86653
906,khiv17,0.0455034,1.95472,-0.559031
906,khiv18,-0.932031,2.3082,0.738035
906,khiv19,0.269204,2.75507,-0.413172
906,khiv2,-1.84978,-0.856462,1.95982
906,khiv20,0.592497,2.57476,-1.08077
906,khiv21,-1.99815,0.73517,1.34218
906,khiv22,-2.0173,-0.187721,1.6293
906,khiv23,-1.53371,1.59895,1.03472
906,khiv24,-0.8003,2.40296,0.699715
906,khiv25,-0.40817,2.64218,0.463981
906,khiv26,0.353664,1.80791,-2.45744
906,khiv27,-1.76964,0.991259,1.27082
906,khiv28,-1.3039,-1.61817,2.48601
906,khiv29,-0.717651,-1.89435,2.81031
906,khiv3,0.154712,1.86678,2.57628
906,khiv4,-1.32121,1.88241,1.00324
906,khiv5,-1.41772,-1.49963,2.36367
906,khiv6,0.590986,1.96957,-2.38393
906,khiv7,0.473984,1.88512,-2.43734
906,khiv8,-1.81656,1.12391,1.18019
906,khiv9,-1.74603,1.24657,1.19381
907,khiv0,0.0177531,2.68649,-0.131717
907,khiv1,-1.90217,-0.692598,1.90801
907,khiv10,0.167167,1.68542,-2.31792
907,khiv11,-0.932994,-1.78637,2.63981
907,khiv12,-1.90495,0.949939,1.20787
907,khiv13,-1.69006,-1.16583,2.15232
907,khiv14,0.0987671,2.80157,-0.117833
907,khiv15,-1.07377,-1.79782,2.65475
907,khiv16,0.722033,2.24734,-1.94243
907,khiv17,0.0449113,1.95419,-0.515388
907,khiv18,-0.927688,2.31219,0.781679
907,khiv19,0.274619,2.75273,-0.369529
907,khiv2,-1.85205,-0.851015,2.00347
907,khiv20,0.595301,2.56957,-1.03712
907,khiv21,-1.99696,0.740129,1.27956
907,khiv22,-2.01768,-0.181834,1.67294
907,khiv23,-1.53072,1.60404,1.07836
907,khiv24,-0.796382,2.40622,0.637097
907,khiv25,-0.403598,2.64444,0.401363
907,khiv26,0.348999,1.80414,-2.40052
907,khiv27,-1.76809,0.996107,1.2082
907,khiv28,-1.30792,-1.61505,2.42339
907,khiv29,-0.722465,-1.89267,2.7477
907,khiv3,0.155108,1.86749,2.61992
907,khiv4,-1.31844,1.8867,0.940625
907,khiv5,-1.42195,-1.49552,2.40731
907,khiv6,0.587264,1.96609,-2.44655
907,khiv7,0.470081,1.88184,-2.49996
907,khiv8,-1.81457,1.12892,1.11757
907,khiv9,-1.74413,1.2513,1.13119
908,khiv0,0.0234384,2.68567,-0.0880738
908,khiv1,-1.90415,-0.687042,1.95165
908,khiv10,0.163071,1.68104,-2.26099
908,khiv11,-0.938101,-1.78359,2.68345
908,khiv12,-1.90289,0.955465,1.25152
908,khiv13,-1.69333,-1.16092,2.19596
908,khiv14,0.104026,2.80104,-0.180451
908,khiv15,-1.07835,-1.79537,2.59213
908,khiv16,0.719926,2.24183,-1.89879
908,khiv17,0.046046,1.95578,-0.578007
908,khiv18,-0.92405,2.31577,0.71906
908,khiv19,0.279365,2.75086,-0.432147
908,khiv2,-1.85454,-0.845558,2.06039
908,khiv20,0.597873,2.56516,-1.09974
908,khiv21,-1.9953,0.745789,1.3232
908,khiv22,-2.01827,-0.175863,1.72987
908,khiv23,-1.52829,1.60852,1.01574
908,khiv24,-0.791659,2.40975,0.68074
908,khiv25,-0.39818,2.64677,0.445006
908,khiv26,0.345214,1.80072,-2.46314
908,khiv27,-1.7659,1.0015,1.25184
908,khiv28,-1.31239,-1.61119,2.46704
908,khiv29,-0.727924,-1.89043,2.79134
908,khiv3,0.153838,1.86608,2.5573
908,khiv4,-1.31499,1.89148,0.984268
908,khiv5,-1.42571,-1.49208,2.34469
908,khiv6,0.582753,1.96229,-2.40291
908,khiv7,0.465374,1.87828,-2.45632
908,khiv8,-1.81215,1.13439,1.16121
908,khiv9,-1.74164,1.25665,1.17483
909,khiv0,0.0293677,2.68494,-0.0311478
909,khiv1,-1.90603,-0.682298,1.88903
909,khiv10,0.159798,1.67713,-2.32361
909,khiv11,-0.942622,-1.78133,2.62083
909,khiv12,-1.90126,0.960299,1.1889
909,khiv13,-1.69629,-1.15677,2.13334
909,khiv14,0.109898,2.80035,-0.136808
909,khiv15,-1.08344,-1.7923,2.63577
909,khiv16,0.717969,2.23615,-1.84186
909,khiv17,0.0454707,1.95522,-0.534363
909,khiv18,-0.919632,2.31967,0.762703
909,khiv19,0.284735,2.74842,-0.388504
909,khiv2,-1.85691,-0.841042,1.99777
909,khiv20,0.600578,2.55992,-1.0561
909,khiv21,-1.99402,0.750726,1.26058
909,khiv22,-2.01904,-0.170823,1.66725
909,khiv23,-1.5252,1.61355,1.05939
909,khiv24,-0.78768,2.41294,0.618121
909,khiv25,-0.393566,2.64894,0.382388
909,khiv26,0.340641,1.797,-2.41949
909,khiv27,-1.76387,1.00706,1.30877
909,khiv28,-1.31635,-1.60798,2.40442
909,khiv29,-0.733551,-1.88835,2.84827
909,khiv3,0.154293,1.86677,2.60095
909,khiv4,-1.31215,1.89571,0.921649
909,khiv5,-1.42986,-1.48788,2.38834
909,khiv6,0.5783,1.95827,-2.34598
909,khiv7,0.460713,1.8745,-2.39939
909,khiv8,-1.81055,1.13981,1.21814
909,khiv9,-1.73965,1.26135,1.11222
910,khiv0,0.0344603,2.68473,-0.0937664
910,khiv1,-1.9079,-0.676705,1.93268
910,khiv10,0.155788,1.6728,-2.27997
910,khiv11,-0.947673,-1.77845,2.66448
910,khiv12,-1.8991,0.965784,1.23254
910,khiv13,-1.69947,-1.15179,2.17698
910,khiv14,0.115359,2.79988,-0.199427
910,khiv15,-1.08796,-1.78978,2.57315
910,khiv16,0.71657,2.23125,-1.90448
910,khiv17,0.0466452,1.95674,-0.596982
910,khiv18,-0.915927,2.32318,0.700085
910,khiv19,0.289444,2.74646,-0.451123
910,khiv2,-1.85938,-0.835685,2.04142
910,khiv20,0.603065,2.55547,-1.11872
910,khiv21,-1.99225,0.756353,1.30423
910,khiv22,-2.01964,-0.164955,1.71089
910,khiv23,-1.52269,1.61798,0.996768
910,khiv24,-0.78289,2.41639,0.661764
910,khiv25,-0.388105,2.65117,0.426031
910,khiv26,0.336797,1.79365,-2.48211
910,khiv27,-1.76231,1.01254,1.3657
910,khiv28,-1.32074,-1.60404,2.44806
910,khiv29,-0.739283,-1.88658,2.90519
910,khiv3,0.153037,1.86537,2.53833
910,khiv4,-1.30861,1.90043,0.965293
910,khiv5,-1.43356,-1.48438,2.32572
910,khiv6,0.574707,1.95465,-2.4086
910,khiv7,0.456932,1.87108,-2.46201
910,khiv8,-1.80885,1.14534,1.15552
910,khiv9,-1.73707,1.26665,1.15586
911,khiv0,0.0403363,2.68421,-0.0501231
911,khiv1,-1.90968,-0.671926,1.87006
911,khiv10,0.152447,1.66895,-2.34259
911,khiv11,-0.952151,-1.77611,2.60186
911,khiv12,-1.89708,0.971435,1.28947
911,khiv13,-1.70235,-1.14759,2.11437
911,khiv14,0.121271,2.79934,-0.155783
911,khiv15,-1.09299,-1.78661,2.6168
911,khiv16,0.714963,2.22652,-1.98038
911,khiv17,0.0460717,1.95616,-0.553339
911,khiv18,-0.911436,2.327,0.743728
911,khiv19,0.294767,2.74392,-0.407479
911,khiv2,-1.86167,-0.831128,1.9788
911,khiv20,0.60567,2.55018,-1.07507
911,khiv21,-1.99088,0.761266,1.24161
911,khiv22,-2.02033,-0.159901,1.64827
911,khiv23,-1.51951,1.62296,1.04041
911,khiv24,-0.778141,2.42005,0.71869
911,khiv25,-0.38345,2.65326,0.363412
911,khiv26,0.332154,1.79001,-2.43847
911,khiv27,-1.76125,1.01749,1.30308
911,khiv28,-1.32534,-1.60018,2.50499
911,khiv29,-0.744233,-1.88536,2.84257
911,khiv3,0.153539,1.86605,2.58197
911,khiv4,-1.30568,1.90461,0.902674
911,khiv5,-1.43763,-1.4801,2.36936
911,khiv6,0.570344,1.95068,-2.36496
911,khiv7,0.452363,1.86735,-2.41836
911,khiv8,-1.80661,1.15079,1.19916
911,khiv9,-1.73443,1.27167,1.09324
912,khiv0,0.045428,2.68393,-0.112742
912,khiv1,-1.91145,-0.666299,1.9137
912,khiv10,0.148356,1.6647,-2.29894
912,khiv11,-0.957147,-1.77313,2.6455
912,khiv12,-1.89563,0.976324,1.22685
912,khiv13,-1.70543,-1.14255,2.15801
912,khiv14,0.126723,2.7988,-0.218402
912,khiv15,-1.09747,-1.784,2.55418
912,khiv16,0.712648,2.22109,-1.93674
912,khiv17,0.0462637,1.95648,-0.496413
912,khiv18,-0.907665,2.33044,0.681109
912,khiv19,0.299438,2.74187,-0.470098
912,khiv2,-1.86404,-0.825726,2.02244
912,khiv20,0.608073,2.54568,-1.13769
912,khiv21,-1.98901,0.766858,1.28525
912,khiv22,-2.02081,-0.154023,1.69192
912,khiv23,-1.51645,1.62812,1.09734
912,khiv24,-0.774281,2.42338,0.656072
912,khiv25,-0.377948,2.65538,0.407055
912,khiv26,0.32756,1.78615,-2.38154
912,khiv27,-1.75997,1.02221,1.22718
912,khiv28,-1.32942,-1.59713,2.44237
912,khiv29,-0.749019,-1.88391,2.76667
912,khiv3,0.153328,1.86588,2.51935
912,khiv4,-1.30205,1.90926,0.946317
912,khiv5,-1.44191,-1.4759,2.42629
912,khiv6,0.566688,1.94712,-2.42757
912,khiv7,0.448523,1.864,-2.48098
912,khiv8,-1.80474,1.15562,1.13655
912,khiv9,-1.73167,1.27697,1.13688
913,khiv0,0.0512931,2.68329,-0.0690985
913,khiv1,-1.91314,-0.661488,1.85108
913,khiv10,0.144943,1.66091,-2.36156
913,khiv11,-0.96158,-1.7707,2.58288
913,khiv12,-1.89367,0.981888,1.27049
913,khiv13,-1.70873,-1.13755,2.21493
913,khiv14,0.132616,2.79815,-0.174759
913,khiv15,-1.10244,-1.78075,2.59782
913,khiv16,0.710477,2.2155,-1.87981
913,khiv17,0.0467994,1.9572,-0.559031
913,khiv18,-0.903102,2.33417,0.724753
913,khiv19,0.304712,2.73923,-0.426455
913,khiv2,-1.86624,-0.821126,1.95982
913,khiv20,0.610577,2.54034,-1.09405
913,khiv21,-1.98754,0.771744,1.22263
913,khiv22,-2.0214,-0.148957,1.6293
913,khiv23,-1.5141,1.63264,1.03472
913,khiv24,-0.769625,2.42701,0.699715
913,khiv25,-0.372428,2.65774,0.463981
913,khiv26,0.323841,1.78266,-2.44416
913,khiv27,-1.75832,1.02691,1.15128
913,khiv28,-1.33395,-1.59335,2.48601
913,khiv29,-0.754522,-1.88179,2.81031
913,khiv3,0.153,1.86559,2.563
913,khiv4,-1.29852,1.91411,1.00324
913,khiv5,-1.44573,-1.47253,2.36367
913,khiv6,0.562251,1.94323,-2.38393
913,khiv7,0.443884,1.86035,-2.43734
913,khiv8,-1.80228,1.161,1.18019
913,khiv9,-1.72913,1.28241,1.19381
914,khiv0,0.0563786,2.68291,-0.131717
914,khiv1,-1.9148,-0.655827,1.89473
914,khiv10,0.140771,1.65674,-2.31792
914,khiv11,-0.965835,-1.76807,2.50698
914,khiv12,-1.89214,0.986752,1.20787
914,khiv13,-1.71177,-1.13345,2.15232
914,khiv14,0.138056,2.79752,-0.237377
914,khiv15,-1.10679,-1.77808,2.5352
914,khiv16,0.708894,2.21065,-1.94243
914,khiv17,0.0485376,1.9593,-0.634933
914,khiv18,-0.898593,2.33813,0.781679
914,khiv19,0.309344,2.7371,-0.489073
914,khiv2,-1.86851,-0.81568,2.00347
914,khiv20,0.612894,2.53579,-1.15667
914,khiv21,-1.98556,0.777299,1.26628
914,khiv22,-2.02178,-0.14307,1.67294
914,khiv23,-1.51111,1.63773,1.07836
914,khiv24,-0.765707,2.43027,0.637097
914,khiv25,-0.367853,2.65999,0.401363
914,khiv26,0.31934,1.77885,-2.40052
914,khiv27,-1.75596,1.03225,1.19492
914,khiv28,-1.33798,-1.59022,2.42339
914,khiv29,-0.759335,-1.88011,2.7477
914,khiv3,0.151288,1.86382,2.50038
914,khiv4,-1.29575,1.91839,0.940625
914,khiv5,-1.44996,-1.46841,2.40731
914,khiv6,0.558528,1.93975,-2.44655
914,khiv7,0.439295,1.85649,-2.38041
914,khiv8,-1.8003,1.16578,1.11757
914,khiv9,-1.72722,1.28713,1.13119
915,khiv0,0.0622306,2.68217,-0.0880738
915,khiv1,-1.91669,-0.650132,1.95165
915,khiv10,0.136675,1.65235,-2.26099
915,khiv11,-0.970608,-1.76461,2.55062
915,khiv12,-1.89007,0.992278,1.25152
915,khiv13,-1.71503,-1.12854,2.19596
915,khiv14,0.143927,2.79676,-0.193734
915,khiv15,-1.11166,-1.77475,2.57885
915,khiv16,0.707108,2.20598,-2.01833
915,khiv17,0.0479262,1.95879,-0.591289
915,khiv18,-0.89495,2.3417,0.71906
915,khiv19,0.314566,2.73435,-0.44543
915,khiv2,-1.87062,-0.811039,1.94085
915,khiv20,0.615296,2.53041,-1.11302
915,khiv21,-1.98374,0.783015,1.3232
915,khiv22,-2.02227,-0.137995,1.61032
915,khiv23,-1.50868,1.64221,1.01574
915,khiv24,-0.760984,2.43381,0.68074
915,khiv25,-0.363263,2.66197,0.325462
915,khiv26,0.31556,1.77543,-2.46314
915,khiv27,-1.75407,1.03694,1.1323
915,khiv28,-1.34244,-1.58637,2.46704
915,khiv29,-0.764795,-1.87787,2.79134
915,khiv3,0.151775,1.8645,2.54402
915,khiv4,-1.2923,1.92318,0.984268
915,khiv5,-1.45372,-1.46497,2.34469
915,khiv6,0.554018,1.93595,-2.40291
915,khiv7,0.435579,1.85299,-2.44303
915,khiv8,-1.79775,1.17113,1.16121
915,khiv9,-1.72474,1.29249,1.17483
916,khiv0,0.067308,2.6817,-0.150692
916,khiv1,-1.91855,-0.645385,1.88903
916,khiv10,0.133402,1.64844,-2.32361
916,khiv11,-0.975575,-1.76124,2.60755
916,khiv12,-1.88845,0.997111,1.1889
916,khiv13,-1.71799,-1.12439,2.13334
916,khiv14,0.149354,2.79604,-0.256353
916,khiv15,-1.11672,-1.77153,2.63577
916,khiv16,0.704589,2.20065,-1.97469
916,khiv17,0.0491675,1.96025,-0.653908
916,khiv18,-0.890532,2.34561,0.762703
916,khiv19,0.319156,2.73213,-0.508049
916,khiv2,-1.87279,-0.805551,1.98449
916,khiv20,0.617527,2.52582,-1.17564
916,khiv21,-1.98246,0.78795,1.26058
916,khiv22,-2.02254,-0.132101,1.65397
916,khiv23,-1.50559,1.64724,1.05939
916,khiv24,-0.757005,2.437,0.618121
916,khiv25,-0.357687,2.66389,0.369105
916,khiv26,0.310987,1.7717,-2.41949
916,khiv27,-1.75198,1.04148,1.0564
916,khiv28,-1.34641,-1.58316,2.40442
916,khiv29,-0.769576,-1.8761,2.72872
916,khiv3,0.150446,1.86319,2.4814
916,khiv4,-1.28946,1.92741,0.921649
916,khiv5,-1.45787,-1.46077,2.38834
916,khiv6,0.549564,1.93193,-2.34598
916,khiv7,0.431082,1.84918,-2.39939
916,khiv8,-1.79569,1.1758,1.0986
916,khiv9,-1.72274,1.29718,1.11222
917,khiv0,0.0731448,2.68084,-0.107049
917,khiv1,-1.92043,-0.639792,1.93268
917,khiv10,0.129392,1.64412,-2.27997
917,khiv11,-0.979947,-1.75862,2.54493
917,khiv12,-1.88628,1.0026,1.23254
917,khiv13,-1.72117,-1.11941,2.17698
917,khiv14,0.155201,2.79517,-0.212709
917,khiv15,-1.12116,-1.76902,2.57315
917,khiv16,0.702208,2.19514,-1.91776
917,khiv17,0.048547,1.95969,-0.610265
917,khiv18,-0.886828,2.34911,0.700085
917,khiv19,0.324326,2.72929,-0.464405
917,khiv2,-1.87481,-0.800871,1.92187
917,khiv20,0.61948,2.52122,-1.25154
917,khiv21,-1.98068,0.793577,1.30423
917,khiv22,-2.02301,-0.126121,1.71089
917,khiv23,-1.50308,1.65167,0.996768
917,khiv24,-0.752216,2.44044,0.661764
917,khiv25,-0.352082,2.66603,0.426031
917,khiv26,0.306467,1.76775,-2.36257
917,khiv27,-1.74911,1.04664,1.10004
917,khiv28,-1.3508,-1.57922,2.44806
917,khiv29,-0.774991,-1.87376,2.77236
917,khiv3,0.150987,1.86386,2.52505
917,khiv4,-1.28592,1.93213,0.965293
917,khiv5,-1.46157,-1.45727,2.32572
917,khiv6,0.545971,1.92831,-2.4086
917,khiv7,0.427306,1.84575,-2.46201
917,khiv8,-1.79304,1.18107,1.14224
917,khiv9,-1.72016,1.30248,1.15586
918,khiv0,0.0782123,2.68027,-0.169668
918,khiv1,-1.92221,-0.635014,1.87006
918,khiv10,0.126051,1.64026,-2.34259
918,khiv11,-0.984844,-1.75533,2.58858
918,khiv12,-1.88456,1.0074,1.16992
918,khiv13,-1.72405,-1.11521,2.11437
918,khiv14,0.160613,2.79436,-0.275328
918,khiv15,-1.12615,-1.76588,2.6168
918,khiv16,0.700442,2.19036,-1.98038
918,khiv17,0.0486938,1.95994,-0.672883
918,khiv18,-0.882336,2.35294,0.743728
918,khiv19,0.328873,2.72698,-0.527024
918,khiv2,-1.87687,-0.795343,1.96551
918,khiv20,0.621367,2.51563,-1.2079
918,khiv21,-1.97932,0.798489,1.24161
918,khiv22,-2.02369,-0.121067,1.64827
918,khiv23,-1.4999,1.65664,1.04041
918,khiv24,-0.748176,2.44355,0.599146
918,khiv25,-0.347424,2.66811,0.363412
918,khiv26,0.302815,1.76419,-2.42519
918,khiv27,-1.74636,1.05197,1.15697
918,khiv28,-1.3547,-1.57594,2.38544
918,khiv29,-0.779738,-1.87189,2.70975
918,khiv3,0.15071,1.86365,2.58197
918,khiv4,-1.28299,1.93631,0.902674
918,khiv5,-1.46564,-1.45299,2.36936
918,khiv6,0.541608,1.92434,-2.36496
918,khiv7,0.422738,1.84202,-2.41836
918,khiv8,-1.79052,1.18651,1.19916
918,khiv9,-1.71808,1.30714,1.09324
919,khiv0,0.0840319,2.67931,-0.126024
919,khiv1,-1.92398,-0.629386,1.9137
919,khiv10,0.12196,1.63601,-2.29894
919,khiv11,-0.989935,-1.75216,2.6455
919,khiv12,-1.88229,1.01284,1.21357
919,khiv13,-1.72713,-1.11017,2.15801
919,khiv14,0.166434,2.79339,-0.231685
919,khiv15,-1.13055,-1.7633,2.55418
919,khiv16,0.698121,2.18494,-1.93674
919,khiv17,0.0489749,1.96032,-0.62924
919,khiv18,-0.878566,2.35637,0.681109
919,khiv19,0.333987,2.72404,-0.483381
919,khiv2,-1.87915,-0.789795,2.02244
919,khiv20,0.623472,2.51001,-1.15097
919,khiv21,-1.97744,0.804082,1.28525
919,khiv22,-2.02418,-0.115188,1.69192
919,khiv23,-1.49684,1.6618,1.09734
919,khiv24,-0.743323,2.44691,0.642789
919,khiv25,-0.341922,2.67023,0.407055
919,khiv26,0.298387,1.7603,-2.38154
919,khiv27,-1.74428,1.05663,1.09435
919,khiv28,-1.35901,-1.57191,2.42909
919,khiv29,-0.785108,-1.86945,2.75339
919,khiv3,0.150073,1.86306,2.51935
919,khiv4,-1.27936,1.94096,0.946317
919,khiv5,-1.46927,-1.44942,2.30674
919,khiv6,0.537953,1.92078,-2.42757
919,khiv7,0.418897,1.83866,-2.48098
919,khiv8,-1.78868,1.19122,1.13655
919,khiv9,-1.71535,1.31242,1.13688
920,khiv0,0.0890876,2.67864,-0.188643
920,khiv1,-1.92567,-0.624575,1.85108
920,khiv10,0.118546,1.63223,-2.36156
920,khiv11,-0.99518,-1.74926,2.70243
920,khiv12,-1.88017,1.01845,1.27049
920,khiv13,-1.72993,-1.10591,2.09539
920,khiv14,0.171828,2.79248,-0.294303
920,khiv15,-1.13549,-1.76006,2.59782
920,khiv16,0.696272,2.18018,-1.99936
920,khiv17,0.0507398,1.9621,-0.691859
920,khiv18,-0.874003,2.36011,0.724753
920,khiv19,0.33849,2.72165,-0.545999
920,khiv2,-1.88135,-0.785192,1.95982
920,khiv20,0.62552,2.50534,-1.21359
920,khiv21,-1.97598,0.808967,1.22263
920,khiv22,-2.02477,-0.110123,1.6293
920,khiv23,-1.49449,1.66633,1.03472
920,khiv24,-0.739225,2.44994,0.580171
920,khiv25,-0.337229,2.67223,0.344437
920,khiv26,0.294673,1.7568,-2.44416
920,khiv27,-1.7416,1.06188,1.13799
920,khiv28,-1.36354,-1.56797,2.48601
920,khiv29,-0.789818,-1.8675,2.69077
920,khiv3,0.148197,1.86118,2.44345
920,khiv4,-1.27636,1.94508,0.883699
920,khiv5,-1.47325,-1.44506,2.35039
920,khiv6,0.533515,1.9169,-2.38393
920,khiv7,0.414259,1.83502,-2.43734
920,khiv8,-1.78623,1.19659,1.18019
920,khiv9,-1.71281,1.31786,1.19381
921,khiv0,0.0948878,2.67756,-0.145
921,khiv1,-1.92733,-0.618915,1.89473
921,khiv10,0.114375,1.62805,-2.31792
921,khiv11,-1.00041,-1.74674,2.75935
921,khiv12,-1.87862,1.02331,1.20787
921,khiv13,-1.73291,-1.10082,2.13903
921,khiv14,0.177622,2.79141,-0.25066
921,khiv15,-1.14076,-1.75704,2.5352
921,khiv16,0.693849,2.1748,-1.95572
921,khiv17,0.0501614,1.96152,-0.648215
921,khiv18,-0.870167,2.36347,0.662134
921,khiv19,0.343548,2.71861,-0.502356
921,khiv2,-1.88361,-0.779746,2.00347
