timestep,robot_id,px,py
5807,khiv2,-0.64739,0.841839,0.278069
5807,khiv20,0.130841,-1.19244,-2.76252
5807,khiv21,0.419118,0.608313,-0.605231
5807,khiv22,-0.0463388,0.842479,-0.31811
5807,khiv23,0.756069,0.121282,-1.31117
5807,khiv24,0.632733,-0.695619,-2.1642
5807,khiv25,0.539613,-0.80228,-2.14756
5807,khiv26,-1.03949,-0.983315,2.42293
5807,khiv27,0.522143,0.512376,-0.676588
5807,khiv28,-1.27465,0.339255,1.06991
5807,khiv29,-1.37199,-0.0396326,1.26139
5807,khiv3,-1.41261,-0.175828,1.41255
5807,khiv4,0.798791,-0.183146,-1.6083
5807,khiv5,-1.16208,0.493291,0.934288
5807,khiv6,-0.493741,-1.25392,2.89492
5807,khiv7,-0.775039,-1.1576,2.6954
5807,khiv8,0.657265,0.473507,-1.29853
5807,khiv9,0.676414,0.334086,-1.1388
5808,khiv0,0.443016,-0.911587,-2.07913
5808,khiv1,-0.353961,0.883519,-0.0393996
5808,khiv10,-1.38872,-0.451908,1.76549
5808,khiv11,-1.30675,0.0923965,1.21043
5808,khiv12,0.312092,0.691876,-0.473881
5808,khiv13,-0.925206,0.711023,0.590107
5808,khiv14,0.442247,-1.05235,-2.59655
5808,khiv15,-1.34987,0.226342,1.1191
5808,khiv16,-0.181552,-1.26978,-3.09288
5808,khiv17,-1.25396,-0.738904,2.18616
5808,khiv18,0.74446,-0.492221,-1.94941
5808,khiv19,0.31272,-1.10754,-2.58259
5808,khiv2,-0.642592,0.843241,0.202168
5808,khiv20,0.126208,-1.19432,-2.83842
5808,khiv21,0.423296,0.60539,-0.66785
5808,khiv22,-0.040726,0.840663,-0.274467
5808,khiv23,0.757614,0.115589,-1.26753
5808,khiv24,0.629466,-0.70053,-2.12056
5808,khiv25,0.536918,-0.806804,-2.09064
5808,khiv26,-1.04395,-0.979455,2.46657
5808,khiv27,0.526077,0.509174,-0.739207
5808,khiv28,-1.27175,0.344505,1.12684
5808,khiv29,-1.37041,-0.0347833,1.19877
5808,khiv3,-1.41178,-0.170797,1.34993
5808,khiv4,0.798574,-0.188241,-1.67092
5808,khiv5,-1.15902,0.497372,0.87167
5808,khiv6,-0.499469,-1.25251,2.93856
5808,khiv7,-0.779628,-1.15538,2.63278
5808,khiv8,0.660637,0.468286,-1.36115
5808,khiv9,0.678913,0.328742,-1.09515
5809,khiv0,0.440004,-0.916607,-2.03548
5809,khiv1,-0.348066,0.883317,0.00424371
5809,khiv10,-1.38989,-0.446126,1.80913
5809,khiv11,-1.30468,0.0974271,1.26735
5809,khiv12,0.316554,0.689623,-0.549782
5809,khiv13,-0.920954,0.713839,0.527489
5809,khiv14,0.437913,-1.05736,-2.65917
5809,khiv15,-1.34764,0.231425,1.0432
5809,khiv16,-0.187443,-1.27009,-3.04923
5809,khiv17,-1.25688,-0.73472,2.12354
5809,khiv18,0.742309,-0.497714,-1.90577
5809,khiv19,0.30762,-1.1107,-2.52567
5809,khiv2,-0.636821,0.844463,0.245811
5809,khiv20,0.12059,-1.19612,-2.79478
5809,khiv21,0.427947,0.601761,-0.624206
5809,khiv22,-0.0349582,0.839012,-0.217541
5809,khiv23,0.759112,0.110714,-1.33015
5809,khiv24,0.626779,-0.704865,-2.18318
5809,khiv25,0.53398,-0.811903,-2.03371
5809,khiv26,-1.04792,-0.976247,2.40395
5809,khiv27,0.530446,0.505225,-0.695563
5809,khiv28,-1.26953,0.349095,1.06422
5809,khiv29,-1.36829,-0.0292765,1.24241
5809,khiv3,-1.41052,-0.165034,1.39358
5809,khiv4,0.798015,-0.194113,-1.62728
5809,khiv5,-1.15582,0.501218,0.795768
5809,khiv6,-0.50534,-1.25127,2.99549
5809,khiv7,-0.784795,-1.15253,2.67643
5809,khiv8,0.664623,0.463116,-1.3175
5809,khiv9,0.681637,0.323397,-1.03823
5810,khiv0,0.437489,-0.920957,-2.0981
5810,khiv1,-0.342966,0.883313,-0.0583749
5810,khiv10,-1.39107,-0.441165,1.74651
5810,khiv11,-1.30313,0.102219,1.20473
5810,khiv12,0.321603,0.686573,-0.506139
5810,khiv13,-0.915873,0.716836,0.571132
5810,khiv14,0.434078,-1.06167,-2.61553
5810,khiv15,-1.34491,0.236614,1.08685
5810,khiv16,-0.192523,-1.27054,-3.11185
5810,khiv17,-1.26,-0.729716,2.16718
5810,khiv18,0.740608,-0.502521,-1.96839
5810,khiv19,0.303267,-1.11369,-2.58828
5810,khiv2,-0.630995,0.845897,0.302737
5810,khiv20,0.114939,-1.19813,-2.73785
5810,khiv21,0.43207,0.598759,-0.686825
5810,khiv22,-0.0299867,0.837878,-0.28016
5810,khiv23,0.760548,0.104992,-1.2865
5810,khiv24,0.623414,-0.70971,-2.13953
5810,khiv25,0.531675,-0.816448,-2.09633
5810,khiv26,-1.0523,-0.972303,2.44759
5810,khiv27,0.534337,0.501936,-0.758182
5810,khiv28,-1.26677,0.353691,0.988318
5810,khiv29,-1.36662,-0.024458,1.17979
5810,khiv3,-1.40944,-0.159133,1.4505
5810,khiv4,0.797651,-0.200102,-1.57035
5810,khiv5,-1.15172,0.505458,0.839412
5810,khiv6,-0.51038,-1.2505,2.93287
5810,khiv7,-0.790145,-1.14982,2.73335
5810,khiv8,0.668179,0.45876,-1.38012
5810,khiv9,0.684179,0.318919,-1.10085
5811,khiv0,0.434493,-0.926044,-2.05446
5811,khiv1,-0.337076,0.883,-0.0147316
5811,khiv10,-1.39213,-0.435362,1.79016
5811,khiv11,-1.30137,0.106898,1.12883
5811,khiv12,0.326051,0.684078,-0.568758
5811,khiv13,-0.911568,0.71957,0.508513
5811,khiv14,0.430704,-1.06674,-2.67814
5811,khiv15,-1.34212,0.241911,1.14377
5811,khiv16,-0.198418,-1.27075,-3.06821
5811,khiv17,-1.26284,-0.725482,2.10457
5811,khiv18,0.738353,-0.507972,-1.92474
5811,khiv19,0.298959,-1.11636,-2.66419
5811,khiv2,-0.626118,0.847385,0.240118
5811,khiv20,0.110236,-1.20011,-2.80047
5811,khiv21,0.436651,0.595043,-0.643182
5811,khiv22,-0.024309,0.836277,-0.236516
5811,khiv23,0.761953,0.10009,-1.34912
5811,khiv24,0.620753,-0.713946,-2.20215
5811,khiv25,0.528758,-0.821518,-2.05269
5811,khiv26,-1.05621,-0.969021,2.38497
5811,khiv27,0.538545,0.497898,-0.714539
5811,khiv28,-1.26348,0.358686,1.03196
5811,khiv29,-1.36441,-0.0189922,1.22344
5811,khiv3,-1.40879,-0.154075,1.38789
5811,khiv4,0.797619,-0.205201,-1.63297
5811,khiv5,-1.1477,0.509906,0.896338
5811,khiv6,-0.515277,-1.24949,2.85697
5811,khiv7,-0.794812,-1.14776,2.67073
5811,khiv8,0.67204,0.45367,-1.33648
5811,khiv9,0.686878,0.313674,-1.0572
5812,khiv0,0.431649,-0.930138,-2.11708
5812,khiv1,-0.331977,0.882899,-0.0773502
5812,khiv10,-1.39322,-0.430379,1.72754
5812,khiv11,-1.29884,0.112227,1.17248
5812,khiv12,0.331038,0.680927,-0.525114
5812,khiv13,-0.906431,0.72247,0.552156
5812,khiv14,0.426117,-1.0708,-2.6345
5812,khiv15,-1.33994,0.246807,1.08115
5812,khiv16,-0.203506,-1.27109,-3.13083
5812,khiv17,-1.26587,-0.72042,2.14821
5812,khiv18,0.736561,-0.512746,-1.98736
5812,khiv19,0.293737,-1.1191,-2.62054
5812,khiv2,-0.620396,0.848818,0.283762
5812,khiv20,0.104688,-1.20211,-2.75683
5812,khiv21,0.441129,0.592257,-0.586256
5812,khiv22,-0.0193577,0.835057,-0.299135
5812,khiv23,0.763281,0.0943425,-1.30548
5812,khiv24,0.617402,-0.71868,-2.15851
5812,khiv25,0.526371,-0.826024,-2.11531
5812,khiv26,-1.06052,-0.964995,2.42862
5812,khiv27,0.54237,0.494463,-0.777157
5812,khiv28,-1.26037,0.363822,1.08889
5812,khiv29,-1.36238,-0.013394,1.28036
5812,khiv3,-1.40791,-0.149154,1.31198
5812,khiv4,0.797339,-0.210192,-1.70887
5812,khiv5,-1.14449,0.513867,0.833719
5812,khiv6,-0.520949,-1.24787,2.90061
5812,khiv7,-0.800083,-1.14511,2.71438
5812,khiv8,0.675462,0.449054,-1.27955
5812,khiv9,0.689276,0.308986,-1.11982
5813,khiv0,0.428438,-0.933854,-2.07343
5813,khiv1,-0.326093,0.882474,-0.033707
5813,khiv10,-1.39417,-0.424557,1.77118
5813,khiv11,-1.29684,0.116917,1.10986
5813,khiv12,0.335437,0.678348,-0.587733
5813,khiv13,-0.902076,0.725122,0.489538
5813,khiv14,0.421566,-1.07447,-2.69712
5813,khiv15,-1.33723,0.252076,1.1248
5813,khiv16,-0.209404,-1.27119,-3.08718
5813,khiv17,-1.26863,-0.716133,2.08559
5813,khiv18,0.734202,-0.518153,-1.94372
5813,khiv19,0.288521,-1.12207,-2.56362
5813,khiv2,-0.615493,0.850221,0.221143
5813,khiv20,0.0999512,-1.204,-2.81945
5813,khiv21,0.445322,0.589508,-0.648874
5813,khiv22,-0.0137114,0.833348,-0.255492
5813,khiv23,0.764593,0.0894147,-1.3681
5813,khiv24,0.615099,-0.723196,-2.10158
5813,khiv25,0.523808,-0.830317,-2.19121
5813,khiv26,-1.06436,-0.961639,2.366
5813,khiv27,0.545951,0.49061,-0.733514
5813,khiv28,-1.25793,0.368352,1.02627
5813,khiv29,-1.36089,-0.00851834,1.21775
5813,khiv3,-1.40644,-0.143442,1.35563
5813,khiv4,0.796565,-0.21604,-1.66523
5813,khiv5,-1.14054,0.518256,0.877362
5813,khiv6,-0.526768,-1.24641,2.95754
5813,khiv7,-0.804713,-1.14298,2.65176
5813,khiv8,0.678596,0.443875,-1.34217
5813,khiv9,0.691865,0.303662,-1.07618
5814,khiv0,0.425009,-0.937703,-2.13605
5814,khiv1,-0.320098,0.882246,0.023219
5814,khiv10,-1.39516,-0.419555,1.70856
5814,khiv11,-1.29426,0.1221,1.1535
5814,khiv12,0.340364,0.675103,-0.54409
5814,khiv13,-0.896884,0.727924,0.533181
5814,khiv14,0.416854,-1.07824,-2.65348
5814,khiv15,-1.33503,0.256752,1.06218
5814,khiv16,-0.214498,-1.27144,3.13338
5814,khiv17,-1.27157,-0.711014,2.12923
5814,khiv18,0.73232,-0.522893,-2.00634
5814,khiv19,0.284075,-1.12483,-2.62623
5814,khiv2,-0.609744,0.851545,0.264786
5814,khiv20,0.0943655,-1.2059,-2.7758
5814,khiv21,0.449871,0.586455,-0.605231
5814,khiv22,-0.00878416,0.832034,-0.31811
5814,khiv23,0.765811,0.0836427,-1.32445
5814,khiv24,0.612593,-0.727531,-2.1642
5814,khiv25,0.521061,-0.834824,-2.14756
5814,khiv26,-1.06859,-0.957532,2.40964
5814,khiv27,0.549646,0.487198,-0.796133
5814,khiv28,-1.25486,0.373441,1.06991
5814,khiv29,-1.35888,-0.00297234,1.26139
5814,khiv3,-1.40513,-0.137587,1.41255
5814,khiv4,0.795973,-0.22201,-1.6083
5814,khiv5,-1.13726,0.522161,0.814744
5814,khiv6,-0.531775,-1.24545,2.89492
5814,khiv7,-0.809933,-1.14023,2.6954
5814,khiv8,0.681842,0.439204,-1.41807
5814,khiv9,0.694225,0.299063,-1.1388
5815,khiv0,0.421655,-0.942156,-2.09241
5815,khiv1,-0.315,0.88233,-0.0393996
5815,khiv10,-1.396,-0.413716,1.75221
5815,khiv11,-1.29217,0.126745,1.09088
5815,khiv12,0.344713,0.672441,-0.606708
5815,khiv13,-0.891704,0.73095,0.590107
5815,khiv14,0.412323,-1.08261,-2.59655
5815,khiv15,-1.33218,0.261988,1.10582
5815,khiv16,-0.220397,-1.27142,-3.10616
5815,khiv17,-1.27425,-0.706675,2.06662
5815,khiv18,0.72986,-0.528254,-1.96269
5815,khiv19,0.278939,-1.12777,-2.58259
5815,khiv2,-0.604816,0.852854,0.202168
5815,khiv20,0.0895941,-1.2077,-2.83842
5815,khiv21,0.454015,0.583633,-0.66785
5815,khiv22,-0.00317132,0.830219,-0.274467
5815,khiv23,0.767029,0.0786908,-1.38707
5815,khiv24,0.609628,-0.732306,-2.12056
5815,khiv25,0.518067,-0.839173,-2.21018
5815,khiv26,-1.07237,-0.954104,2.34702
5815,khiv27,0.553164,0.48295,-0.752489
5815,khiv28,-1.25238,0.377902,1.00729
5815,khiv29,-1.3573,0.00187697,1.19877
5815,khiv3,-1.40429,-0.132557,1.34993
5815,khiv4,0.795748,-0.227104,-1.67092
5815,khiv5,-1.13324,0.526474,0.858387
5815,khiv6,-0.537503,-1.24404,2.93856
5815,khiv7,-0.814522,-1.138,2.63278
5815,khiv8,0.684987,0.43394,-1.37443
5815,khiv9,0.696723,0.293719,-1.09515
5816,khiv0,0.419049,-0.946504,-2.15503
5816,khiv1,-0.309104,0.882129,0.00424371
5816,khiv10,-1.39689,-0.408696,1.68959
5816,khiv11,-1.28949,0.131913,1.13453
5816,khiv12,0.349457,0.669131,-0.563065
5816,khiv13,-0.887449,0.733759,0.527489
5816,khiv14,0.408385,-1.0869,-2.65917
5816,khiv15,-1.32988,0.26672,1.0432
5816,khiv16,-0.226393,-1.27161,-3.04923
5816,khiv17,-1.27708,-0.701501,2.11026
5816,khiv18,0.727888,-0.532957,-2.02531
5816,khiv19,0.274601,-1.13045,-2.64521
5816,khiv2,-0.599043,0.854069,0.245811
5816,khiv20,0.0839735,-1.20949,-2.79478
5816,khiv21,0.458685,0.580334,-0.624206
5816,khiv22,0.00173014,0.828812,-0.337086
5816,khiv23,0.768137,0.0728968,-1.34343
5816,khiv24,0.606666,-0.73683,-2.06363
5816,khiv25,0.515644,-0.844216,-2.16654
5816,khiv26,-1.07652,-0.949917,2.39067
5816,khiv27,0.556748,0.479427,-0.815108
5816,khiv28,-1.24921,0.382933,1.05094
5816,khiv29,-1.35519,0.00738383,1.24241
5816,khiv3,-1.40303,-0.126794,1.39358
5816,khiv4,0.79519,-0.232977,-1.62728
5816,khiv5,-1.12989,0.530316,0.795768
5816,khiv6,-0.542493,-1.24298,2.87595
5816,khiv7,-0.819689,-1.13516,2.67643
5816,khiv8,0.688112,0.429199,-1.3175
5816,khiv9,0.698934,0.288908,-1.15777
5817,khiv0,0.415523,-0.950652,-2.11138
5817,khiv1,-0.304004,0.882124,-0.0583749
5817,khiv10,-1.39762,-0.402842,1.73323
5817,khiv11,-1.28731,0.136524,1.07191
5817,khiv12,0.354131,0.666539,-0.506139
5817,khiv13,-0.883145,0.736303,0.451587
5817,khiv14,0.403627,-1.09074,-2.61553
5817,khiv15,-1.32697,0.271876,1.08685
5817,khiv16,-0.231474,-1.27204,-3.11185
5817,khiv17,-1.27968,-0.697113,2.04764
5817,khiv18,0.725326,-0.538271,-1.98167
5817,khiv19,0.269429,-1.13329,-2.60157
5817,khiv2,-0.594091,0.855285,0.183192
5817,khiv20,0.0791687,-1.2112,-2.8574
5817,khiv21,0.462897,0.577246,-0.686825
5817,khiv22,0.00730753,0.82689,-0.293442
5817,khiv23,0.769261,0.0679227,-1.40605
5817,khiv24,0.604391,-0.74172,-2.00671
5817,khiv25,0.512774,-0.848549,-2.22916
5817,khiv26,-1.08023,-0.946418,2.32805
5817,khiv27,0.560563,0.475327,-0.771465
5817,khiv28,-1.24661,0.387373,0.988318
5817,khiv29,-1.35352,0.0122023,1.17979
5817,khiv3,-1.40211,-0.121779,1.33096
5817,khiv4,0.794876,-0.238067,-1.6899
5817,khiv5,-1.12578,0.534553,0.839412
5817,khiv6,-0.548193,-1.24147,2.91959
5817,khiv7,-0.824235,-1.13285,2.61381
5817,khiv8,0.691442,0.423857,-1.38012
5817,khiv9,0.701317,0.283485,-1.11413
5818,khiv0,0.412842,-0.954883,-2.174
5818,khiv1,-0.298114,0.881811,-0.0147316
5818,khiv10,-1.39842,-0.397805,1.67061
5818,khiv11,-1.28452,0.141719,1.11555
5818,khiv12,0.358541,0.664108,-0.568758
5818,khiv13,-0.877854,0.738911,0.49523
5818,khiv14,0.399682,-1.09486,-2.67814
5818,khiv15,-1.32421,0.277147,1.14377
5818,khiv16,-0.237369,-1.27225,-3.06821
5818,khiv17,-1.28241,-0.691886,2.09128
5818,khiv18,0.722906,-0.543761,-1.92474
5818,khiv19,0.265014,-1.13589,-2.66419
5818,khiv2,-0.588296,0.85639,0.226836
5818,khiv20,0.0735151,-1.21288,-2.81375
5818,khiv21,0.467366,0.573897,-0.643182
5818,khiv22,0.0121814,0.82539,-0.356061
5818,khiv23,0.77026,0.0621087,-1.36241
5818,khiv24,0.602274,-0.746299,-2.06932
5818,khiv25,0.509955,-0.852953,-2.18551
5818,khiv26,-1.08431,-0.942153,2.37169
5818,khiv27,0.564161,0.471772,-0.834083
5818,khiv28,-1.24334,0.392343,1.03196
5818,khiv29,-1.3513,0.0176681,1.22344
5818,khiv3,-1.40074,-0.116041,1.3746
5818,khiv4,0.794206,-0.243928,-1.64625
5818,khiv5,-1.12236,0.53833,0.776793
5818,khiv6,-0.553161,-1.24032,2.85697
5818,khiv7,-0.829347,-1.1299,2.65745
5818,khiv8,0.694559,0.419066,-1.33648
5818,khiv9,0.703441,0.278624,-1.17675
5819,khiv0,0.40962,-0.95904,-2.13036
5819,khiv1,-0.293015,0.88171,-0.0773502
5819,khiv10,-1.39904,-0.391939,1.71425
5819,khiv11,-1.28225,0.146288,1.05293
5819,khiv12,0.363463,0.661104,-0.525114
5819,khiv13,-0.872563,0.741739,0.552156
5819,khiv14,0.395135,-1.0989,-2.75405
5819,khiv15,-1.32206,0.281774,1.08115
5819,khiv16,-0.242457,-1.2726,-3.13083
5819,khiv17,-1.28492,-0.687449,2.02867
5819,khiv18,0.721107,-0.548532,-1.98736
5819,khiv19,0.259789,-1.13863,-2.62054
5819,khiv2,-0.583321,0.857512,0.164217
5819,khiv20,0.0686789,-1.2145,-2.87637
5819,khiv21,0.471464,0.570773,-0.7058
5819,khiv22,0.0177213,0.823363,-0.312418
5819,khiv23,0.771475,0.0562337,-1.30548
5819,khiv24,0.599911,-0.750704,-2.14523
5819,khiv25,0.507107,-0.857062,-2.24813
5819,khiv26,-1.08795,-0.938584,2.30907
5819,khiv27,0.567537,0.4677,-0.79044
5819,khiv28,-1.2407,0.396707,0.969343
5819,khiv29,-1.34954,0.022454,1.16082
5819,khiv3,-1.39972,-0.111045,1.31198
5819,khiv4,0.793795,-0.24901,-1.70887
5819,khiv5,-1.11817,0.542488,0.820436
5819,khiv6,-0.558832,-1.23869,2.90061
5819,khiv7,-0.833848,-1.12751,2.59483
5819,khiv8,0.69743,0.413716,-1.3991
5819,khiv9,0.705722,0.273159,-1.1331
5820,khiv0,0.406599,-0.963069,-2.19298
5820,khiv1,-0.287131,0.881285,-0.033707
5820,khiv10,-1.39974,-0.386888,1.65164
5820,khiv11,-1.27936,0.151429,1.09658
5820,khiv12,0.367841,0.658574,-0.587733
5820,khiv13,-0.868204,0.744385,0.489538
5820,khiv14,0.390549,-1.10274,-2.7104
5820,khiv15,-1.31932,0.286995,1.1248
5820,khiv16,-0.248355,-1.27269,-3.08718
5820,khiv17,-1.28756,-0.682171,2.07231
5820,khiv18,0.718748,-0.553939,-1.94372
5820,khiv19,0.255217,-1.14116,-2.68316
5820,khiv2,-0.577507,0.858507,0.20786
5820,khiv20,0.0629943,-1.21607,-2.83273
5820,khiv21,0.475783,0.567633,-0.662157
5820,khiv22,0.0234223,0.821494,-0.255492
5820,khiv23,0.772779,0.0513041,-1.3681
5820,khiv24,0.597227,-0.754921,-2.22113
5820,khiv25,0.504039,-0.861456,-2.20449
5820,khiv26,-1.09194,-0.934242,2.35272
5820,khiv27,0.571034,0.464081,-0.853059
5820,khiv28,-1.23739,0.401588,1.01299
5820,khiv29,-1.34721,0.0278767,1.20446
5820,khiv3,-1.39824,-0.105334,1.35563
5820,khiv4,0.793014,-0.254858,-1.66523
5820,khiv5,-1.11468,0.5462,0.757818
5820,khiv6,-0.563778,-1.23745,2.83799
5820,khiv7,-0.838904,-1.12447,2.63848
5820,khiv8,0.700397,0.408818,-1.35545
5820,khiv9,0.707786,0.268355,-1.19572
5821,khiv0,0.40317,-0.967848,-2.14933
5821,khiv1,-0.282036,0.881087,-0.0963255
5821,khiv10,-1.40025,-0.381011,1.69528
5821,khiv11,-1.27701,0.155953,1.03396
5821,khiv12,0.372658,0.65558,-0.54409
5821,khiv13,-0.863012,0.747186,0.533181
5821,khiv14,0.385804,-1.10736,-2.77302
5821,khiv15,-1.31709,0.291584,1.06218
5821,khiv16,-0.253449,-1.27294,3.13338
5821,khiv17,-1.28999,-0.677687,2.00969
5821,khiv18,0.716866,-0.558678,-2.00634
5821,khiv19,0.24992,-1.14381,-2.63952
5821,khiv2,-0.571631,0.859719,0.264786
5821,khiv20,0.0572708,-1.21787,-2.7758
5821,khiv21,0.479864,0.564339,-0.724776
5821,khiv22,0.0283472,0.820173,-0.31811
5821,khiv23,0.773816,0.0464137,-1.444
5821,khiv24,0.593686,-0.759639,-2.17748
5821,khiv25,0.500587,-0.866223,-2.14756
5821,khiv26,-1.09615,-0.929967,2.40964
5821,khiv27,0.574334,0.459944,-0.809415
5821,khiv28,-1.23467,0.405901,0.950368
5821,khiv29,-1.34536,0.0326283,1.14184
5821,khiv3,-1.39712,-0.100358,1.29301
5821,khiv4,0.792507,-0.259932,-1.72785
5821,khiv5,-1.11041,0.550277,0.801461
5821,khiv6,-0.569416,-1.23571,2.88164
5821,khiv7,-0.843359,-1.12198,2.57586
5821,khiv8,0.703166,0.403415,-1.41807
5821,khiv9,0.709964,0.262847,-1.15208
5822,khiv0,0.400131,-0.971874,-2.21195
5822,khiv1,-0.276161,0.880551,-0.0526823
5822,khiv10,-1.40086,-0.375947,1.63266
5822,khiv11,-1.27402,0.161039,1.0776
5822,khiv12,0.376983,0.652972,-0.606708
5822,khiv13,-0.858607,0.749755,0.470563
5822,khiv14,0.381437,-1.11123,-2.72938
5822,khiv15,-1.31425,0.296752,1.10582
5822,khiv16,-0.259348,-1.27293,-3.10616
5822,khiv17,-1.29252,-0.672361,2.05333
5822,khiv18,0.714406,-0.56404,-1.96269
5822,khiv19,0.245198,-1.14633,-2.70214
5822,khiv2,-0.566701,0.861021,0.202168
5822,khiv20,0.0524969,-1.21966,-2.83842
5822,khiv21,0.484085,0.561235,-0.681132
5822,khiv22,0.03396,0.818357,-0.274467
5822,khiv23,0.7746,0.0405673,-1.40036
5822,khiv24,0.590441,-0.76447,-2.12056
5822,khiv25,0.497792,-0.870473,-2.21018
5822,khiv26,-1.09992,-0.926534,2.34702
5822,khiv27,0.577767,0.456259,-0.872034
5822,khiv28,-1.23126,0.410719,0.994011
5822,khiv29,-1.34294,0.0380059,1.18549
5822,khiv3,-1.39554,-0.0946767,1.33665
5822,khiv4,0.791616,-0.265763,-1.6842
5822,khiv5,-1.10622,0.554569,0.858387
5822,khiv6,-0.574338,-1.23438,2.81902
5822,khiv7,-0.848355,-1.11885,2.6195
5822,khiv8,0.706076,0.398524,-1.37443
5822,khiv9,0.711905,0.25791,-1.2147
5823,khiv0,0.396606,-0.97659,-2.16831
5823,khiv1,-0.27107,0.880257,-0.115301
5823,khiv10,-1.40125,-0.370062,1.6763
5823,khiv11,-1.27115,0.166311,1.13453
5823,khiv12,0.381695,0.649992,-0.563065
5823,khiv13,-0.853364,0.752458,0.514206
5823,khiv14,0.376585,-1.11576,-2.792
5823,khiv15,-1.31194,0.301298,1.0432
5823,khiv16,-0.264445,-1.27308,3.11441
5823,khiv17,-1.29487,-0.667831,1.99071
5823,khiv18,0.712434,-0.568743,-2.02531
5823,khiv19,0.239839,-1.14887,-2.65849
5823,khiv2,-0.56181,0.862055,0.126266
5823,khiv20,0.0477352,-1.22119,-2.91432
5823,khiv21,0.488103,0.55787,-0.743751
5823,khiv22,0.0388615,0.81695,-0.337086
5823,khiv23,0.775592,0.0346504,-1.34343
5823,khiv24,0.587852,-0.768756,-2.18318
5823,khiv25,0.494301,-0.875217,-2.16654
5823,khiv26,-1.10408,-0.922346,2.39067
5823,khiv27,0.580952,0.452046,-0.828391
5823,khiv28,-1.22846,0.414979,0.931392
5823,khiv29,-1.34066,0.0435557,1.24241
5823,khiv3,-1.39433,-0.0897225,1.27403
5823,khiv4,0.791013,-0.270827,-1.74682
5823,khiv5,-1.10286,0.558406,0.795768
5823,khiv6,-0.579942,-1.23254,2.86266
5823,khiv7,-0.853542,-1.11583,2.67643
5823,khiv8,0.708699,0.393084,-1.43705
5823,khiv9,0.713977,0.252361,-1.17106
5824,khiv0,0.39351,-0.98057,-2.23093
5824,khiv1,-0.265207,0.879609,-0.0716576
5824,khiv10,-1.40186,-0.364093,1.73323
5824,khiv11,-1.26897,0.170918,1.07191
5824,khiv12,0.385967,0.647308,-0.625684
5824,khiv13,-0.848911,0.754943,0.451587
5824,khiv14,0.37151,-1.11948,-2.74835
5824,khiv15,-1.309,0.306411,1.08685
5824,khiv16,-0.270343,-1.27295,-3.12513
5824,khiv17,-1.2973,-0.662458,2.03436
5824,khiv18,0.709872,-0.574057,-1.98167
5824,khiv19,0.234514,-1.15164,-2.60157
5824,khiv2,-0.555963,0.862836,0.16991
5824,khiv20,0.0419969,-1.22255,-2.87068
5824,khiv21,0.492136,0.554368,-0.700108
5824,khiv22,0.0444389,0.815029,-0.293442
5824,khiv23,0.776708,0.0296749,-1.40605
5824,khiv24,0.584487,-0.773601,-2.13953
5824,khiv25,0.491418,-0.879423,-2.22916
5824,khiv26,-1.10779,-0.918848,2.32805
5824,khiv27,0.583953,0.447685,-0.891009
5824,khiv28,-1.22496,0.419731,0.975036
5824,khiv29,-1.33898,0.0483712,1.17979
5824,khiv3,-1.39263,-0.0840722,1.31768
5824,khiv4,0.79001,-0.27664,-1.70318
5824,khiv5,-1.09939,0.561999,0.719867
5824,khiv6,-0.585703,-1.23086,2.91959
5824,khiv7,-0.858084,-1.11352,2.61381
5824,khiv8,0.711113,0.387486,-1.3934
5824,khiv9,0.716288,0.246825,-1.11413
5825,khiv0,0.389816,-0.98515,-2.18728
5825,khiv1,-0.260122,0.879218,-0.134276
5825,khiv10,-1.40265,-0.359055,1.67061
5825,khiv11,-1.26617,0.176113,1.11555
5825,khiv12,0.390663,0.644129,-0.58204
5825,khiv13,-0.843617,0.757546,0.49523
5825,khiv14,0.367507,-1.12401,-2.81097
5825,khiv15,-1.3066,0.310912,1.02423
5825,khiv16,-0.275442,-1.27301,3.09543
5825,khiv17,-1.29996,-0.65708,2.09128
5825,khiv18,0.707811,-0.578721,-2.04429
5825,khiv19,0.230059,-1.15422,-2.66419
5825,khiv2,-0.550046,0.863824,0.226836
5825,khiv20,0.0362093,-1.22413,-2.81375
5825,khiv21,0.496081,0.550874,-0.762726
5825,khiv22,0.0493127,0.813528,-0.356061
5825,khiv23,0.777706,0.0238609,-1.36241
5825,khiv24,0.581718,-0.777884,-2.20215
5825,khiv25,0.487842,-0.884093,-2.18551
5825,khiv26,-1.11186,-0.914582,2.37169
5825,khiv27,0.587312,0.443057,-0.847366
5825,khiv28,-1.22158,0.424682,1.03196
5825,khiv29,-1.33676,0.0538369,1.22344
5825,khiv3,-1.39133,-0.0791418,1.25506
5825,khiv4,0.789193,-0.282584,-1.64625
5825,khiv5,-1.09498,0.565916,0.76351
5825,khiv6,-0.590669,-1.22971,2.85697
5825,khiv7,-0.862419,-1.11103,2.53791
5825,khiv8,0.714525,0.382918,-1.33648
5825,khiv9,0.718505,0.242221,-1.17675
5826,khiv0,0.386728,-0.989129,-2.2499
5826,khiv1,-0.254272,0.878459,-0.0906329
5826,khiv10,-1.40318,-0.354084,1.59471
5826,khiv11,-1.26391,0.180645,1.05293
5826,khiv12,0.394888,0.641354,-0.644659
5826,khiv13,-0.839118,0.759946,0.432612
5826,khiv14,0.36323,-1.12779,-2.76733
5826,khiv15,-1.30356,0.316004,1.06787
